,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_depth,param_iterations,params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall
0,22.189995670318602,0.20043122840318667,0.7553282260894776,0.023662808943381183,1,500,"{'depth': 1, 'iterations': 500}",0.775,0.78,0.6046511627906976,0.5913978494623656,0.7682926829268293,0.7038696300854369,0.08660216706437136,51,0.726027397260274,0.7538461538461538,0.7681660899653979,0.7833935018050542,0.7547169811320755,0.757230024801791,0.018949907581768708,0.5081967213114754,0.319672131147541,0.21311475409836064,0.45081967213114754,0.5163934426229508,0.40164127829338714,0.11764489096490326,52,0.4344262295081967,0.4016393442622951,0.45491803278688525,0.444672131147541,0.4098360655737705,0.42909836065573775,0.020310674907153884
1,28.33773980140686,0.5292253691423562,0.7549703598022461,0.01720508335061264,1,650,"{'depth': 1, 'iterations': 650}",0.7692307692307693,0.7843137254901961,0.6190476190476191,0.5714285714285714,0.7654320987654321,0.7018917790266622,0.08859886185343616,54,0.7285223367697594,0.7529411764705882,0.7663230240549829,0.7874564459930313,0.7555555555555555,0.7581597077687835,0.019169387265963036,0.4918032786885246,0.32786885245901637,0.21311475409836064,0.45901639344262296,0.5081967213114754,0.40000166624217165,0.11291227796050496,53,0.4344262295081967,0.39344262295081966,0.4569672131147541,0.46311475409836067,0.4180327868852459,0.4331967213114754,0.02558112546611022
2,34.27727379798889,0.443135523199564,0.7738747119903564,0.017231194132643683,1,800,"{'depth': 1, 'iterations': 800}",0.7948717948717948,0.7962962962962963,0.625,0.5714285714285714,0.75,0.7075209179785737,0.09235416936490162,49,0.7226027397260274,0.754863813229572,0.7800687285223368,0.7773722627737226,0.7518518518518519,0.7573518792207021,0.020788527936618867,0.5081967213114754,0.3524590163934426,0.20491803278688525,0.45901639344262296,0.4918032786885246,0.40328059280135775,0.11303142637419782,51,0.4323770491803279,0.3975409836065574,0.4651639344262295,0.4364754098360656,0.41598360655737704,0.42950819672131146,0.022507426586468822
3,41.72337889671326,0.9898955926445794,0.7483551025390625,0.040110639511603194,1,950,"{'depth': 1, 'iterations': 950}",0.7654320987654321,0.7924528301886793,0.6341463414634146,0.5656565656565656,0.7625,0.7040386815340347,0.08836076257354519,50,0.7303754266211604,0.7547892720306514,0.7710437710437711,0.7793103448275862,0.753731343283582,0.7578500315613502,0.01682739175076558,0.5081967213114754,0.3442622950819672,0.21311475409836064,0.45901639344262296,0.5,0.4049199073093283,0.11233978772120984,50,0.4385245901639344,0.4036885245901639,0.4692622950819672,0.46311475409836067,0.4139344262295082,0.4377049180327869,0.025939741636797808
4,58.33754143714905,9.465511914170216,1.0631134510040283,0.23429578375120602,1,1100,"{'depth': 1, 'iterations': 1100}",0.7922077922077922,0.8035714285714286,0.625,0.5729166666666666,0.7560975609756098,0.7099601825168559,0.0934402180785482,48,0.7243816254416962,0.7453183520599251,0.761744966442953,0.7686832740213523,0.758364312267658,0.751698506046717,0.015625396078849392,0.5,0.36885245901639346,0.20491803278688525,0.45081967213114754,0.5081967213114754,0.4065590730456764,0.1123396314130748,48,0.42008196721311475,0.4077868852459016,0.4651639344262295,0.4426229508196721,0.4180327868852459,0.4307377049180328,0.020630676965005274
5,84.27727451324463,2.3169693658959707,1.337071180343628,0.09338888682438072,1,1250,"{'depth': 1, 'iterations': 1250}",0.7692307692307693,0.7924528301886793,0.6341463414634146,0.5789473684210527,0.7439024390243902,0.7037371384056709,0.08269011485561555,52,0.7253521126760564,0.7509433962264151,0.7702702702702703,0.7841726618705036,0.7509157509157509,0.7563308383917993,0.019937422341635397,0.4918032786885246,0.3442622950819672,0.21311475409836064,0.45081967213114754,0.5,0.40000166624217165,0.10866734662616824,53,0.42213114754098363,0.4077868852459016,0.4672131147540984,0.44672131147540983,0.42008196721311475,0.4327868852459017,0.021350846356772313
6,93.80970106124877,4.381086589621177,1.3417272567749023,0.06696130294914691,1,1400,"{'depth': 1, 'iterations': 1400}",0.7951807228915663,0.7843137254901961,0.6428571428571429,0.5670103092783505,0.7654320987654321,0.7109603284960583,0.09033329898821166,47,0.7353951890034365,0.75,0.7751677852348994,0.7719298245614035,0.7555555555555555,0.757609670871059,0.014621654262571959,0.5409836065573771,0.32786885245901637,0.22131147540983606,0.45081967213114754,0.5081967213114754,0.40983844591972995,0.11900804409528803,45,0.4385245901639344,0.38729508196721313,0.4733606557377049,0.45081967213114754,0.4180327868852459,0.4336065573770491,0.02928536079499974
7,105.81049394607544,2.621414900033384,1.2954088211059571,0.055836754013544675,1,1550,"{'depth': 1, 'iterations': 1550}",0.7692307692307693,0.7924528301886793,0.6190476190476191,0.5510204081632653,0.7721518987341772,0.7007819474510085,0.09725332675282411,55,0.7411347517730497,0.754863813229572,0.7759197324414716,0.7777777777777778,0.7555555555555555,0.7610503261554853,0.0138996577668987,0.4918032786885246,0.3442622950819672,0.21311475409836064,0.4426229508196721,0.5,0.39836235173420104,0.10794780445307621,55,0.42827868852459017,0.3975409836065574,0.47540983606557374,0.45901639344262296,0.4180327868852459,0.43565573770491806,0.028084986391822636
8,113.42128648757935,2.8082176204412193,1.3992742061614991,0.04381821441815418,1,1700,"{'depth': 1, 'iterations': 1700}",0.7804878048780488,0.7962962962962963,0.6341463414634146,0.5833333333333334,0.7625,0.711354010004907,0.08597751626949983,46,0.7377622377622378,0.7441860465116279,0.7781456953642384,0.7874564459930313,0.7573529411764706,0.7609806733615213,0.01913070934545222,0.5245901639344263,0.3524590163934426,0.21311475409836064,0.45901639344262296,0.5,0.40983814837648497,0.11463694464657369,46,0.4323770491803279,0.39344262295081966,0.48155737704918034,0.46311475409836067,0.42213114754098363,0.4385245901639344,0.03096907456936486
9,123.9569354057312,1.3245448015421881,1.3468377590179443,0.07595972085291612,1,1850,"{'depth': 1, 'iterations': 1850}",0.7407407407407407,0.7924528301886793,0.627906976744186,0.5876288659793815,0.7654320987654321,0.7028329905270674,0.08034028135135181,53,0.743859649122807,0.7442748091603053,0.7727272727272727,0.7874564459930313,0.7527272727272727,0.7602090899461379,0.017183168625035026,0.4918032786885246,0.3442622950819672,0.22131147540983606,0.4672131147540984,0.5081967213114754,0.406558924274054,0.1090622206719029,49,0.4344262295081967,0.39959016393442626,0.48770491803278687,0.46311475409836067,0.42418032786885246,0.4418032786885246,0.0306857484382539
