,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall
0,337.81924362182616,9.562066370036748,4.050597095489502,0.5275572502056038,500,{'n_estimators': 500},0.8488372093023255,0.8625,0.425,0.6635514018691588,0.7974683544303798,0.7194737411277815,0.16316603334623742,2,0.989769820971867,0.9973958333333334,1.0,0.9952267303102625,0.9948186528497409,0.9954422074930408,0.0033823467035602596,0.5983606557377049,0.5655737704918032,0.2786885245901639,0.5819672131147541,0.5163934426229508,0.5081983577993225,0.11798679529121535,1,0.7930327868852459,0.7848360655737705,0.9836065573770492,0.8545081967213115,0.7868852459016393,0.8405737704918032,0.07602873259891034
1,446.4314220428467,24.86871410496289,5.4553313732147215,0.31117296716271087,650,{'n_estimators': 650},0.8470588235294118,0.8607594936708861,0.425,0.6698113207547169,0.7875,0.7180282695558632,0.16126809922014881,5,0.989769820971867,0.9973958333333334,1.0,0.9976019184652278,0.9973958333333334,0.9964326812207522,0.003473957676390314,0.5901639344262295,0.5573770491803278,0.2786885245901639,0.5819672131147541,0.5163934426229508,0.504919580011759,0.1159881910406196,6,0.7930327868852459,0.7848360655737705,0.9836065573770492,0.8524590163934426,0.7848360655737705,0.8397540983606557,0.07624933639531303
2,547.4156663894653,27.83380966208491,6.96379976272583,0.4632105483098841,800,{'n_estimators': 800},0.8488372093023255,0.8607594936708861,0.425,0.6698113207547169,0.7777777777777778,0.7164395633802941,0.16076704438736653,10,0.9922879177377892,1.0,1.0,1.0,0.9973958333333334,0.9979367502142245,0.002999096479087349,0.5983606557377049,0.5573770491803278,0.2786885245901639,0.5819672131147541,0.5163934426229508,0.506559043291352,0.11723276343387816,2,0.7909836065573771,0.7827868852459017,0.9836065573770492,0.8504098360655737,0.7848360655737705,0.8385245901639344,0.07673243228915269
3,655.5074854373931,33.70748170040265,8.008981037139893,0.5063396701172601,950,{'n_estimators': 950},0.8488372093023255,0.8607594936708861,0.425,0.6698113207547169,0.7777777777777778,0.7164395633802941,0.16076704438736653,10,0.9948320413436692,0.9973958333333334,1.0,0.9976019184652278,1.0,0.9979659586284461,0.001926325737915189,0.5983606557377049,0.5573770491803278,0.2786885245901639,0.5819672131147541,0.5163934426229508,0.506559043291352,0.11723276343387816,2,0.7889344262295082,0.7848360655737705,0.9836065573770492,0.8524590163934426,0.7827868852459017,0.8385245901639344,0.07706007945235263
4,752.3698918819427,40.09789696654067,10.042643642425537,1.7568850086719618,1100,{'n_estimators': 1100},0.8372093023255814,0.8607594936708861,0.4358974358974359,0.6761904761904762,0.7777777777777778,0.7175690686985886,0.15459146079964403,7,0.9948320413436692,0.9973958333333334,1.0,0.9976019184652278,0.9948186528497409,0.9969296891983943,0.0019469253682640685,0.5901639344262295,0.5573770491803278,0.2786885245901639,0.5819672131147541,0.5163934426229508,0.504919580011759,0.1159881910406196,6,0.7889344262295082,0.7848360655737705,0.9836065573770492,0.8524590163934426,0.7868852459016393,0.839344262295082,0.07648248170700496
5,858.222327709198,37.19399082438545,10.146556758880616,0.8646641493482149,1250,{'n_estimators': 1250},0.8452380952380952,0.8607594936708861,0.43037974683544306,0.6761904761904762,0.7777777777777778,0.7180714260770155,0.15787071725585922,3,0.9948320413436692,0.9973958333333334,1.0,0.9976019184652278,0.9948186528497409,0.9969296891983943,0.0019469253682640685,0.5819672131147541,0.5573770491803278,0.2786885245901639,0.5819672131147541,0.5163934426229508,0.5032801167321658,0.11482378180030074,11,0.7889344262295082,0.7848360655737705,0.9836065573770492,0.8524590163934426,0.7868852459016393,0.839344262295082,0.07648248170700496
6,921.8111991405488,27.05611479547952,9.728371334075927,0.4378518365186191,1400,{'n_estimators': 1400},0.8470588235294118,0.8607594936708861,0.43037974683544306,0.6730769230769231,0.7777777777777778,0.7178128988520276,0.1583365970937279,6,0.9948320413436692,0.9973958333333334,1.0,0.9976019184652278,0.9948186528497409,0.9969296891983943,0.0019469253682640685,0.5901639344262295,0.5573770491803278,0.2786885245901639,0.5737704918032787,0.5163934426229508,0.5032802655037883,0.11494085221313548,8,0.7889344262295082,0.7848360655737705,0.9836065573770492,0.8524590163934426,0.7868852459016393,0.839344262295082,0.07648248170700496
7,965.5663766384125,27.41837278905836,9.36150860786438,0.8580510565575673,1550,{'n_estimators': 1550},0.8470588235294118,0.8607594936708861,0.425,0.6730769230769231,0.7777777777777778,0.7167369690135683,0.16029230921657436,8,0.9948320413436692,0.9973958333333334,1.0,0.9976019184652278,0.9973958333333334,0.9974451252951126,0.0016361562265353137,0.5901639344262295,0.5573770491803278,0.2786885245901639,0.5737704918032787,0.5163934426229508,0.5032802655037883,0.11494085221313548,8,0.7889344262295082,0.7848360655737705,0.9836065573770492,0.8524590163934426,0.7848360655737705,0.8389344262295083,0.07676744794657461
8,1004.3520667076111,31.645118757230573,9.3972993850708,0.7746875149683391,1700,{'n_estimators': 1700},0.8470588235294118,0.8607594936708861,0.425,0.6796116504854369,0.7777777777777778,0.7180438907740303,0.15995729492195113,4,0.9974025974025974,0.9973958333333334,1.0,0.9976019184652278,0.9973958333333334,0.9979592365068983,0.00102343394335764,0.5901639344262295,0.5573770491803278,0.2786885245901639,0.5737704918032787,0.5163934426229508,0.5032802655037883,0.11494085221313548,8,0.7868852459016393,0.7848360655737705,0.9836065573770492,0.8524590163934426,0.7848360655737705,0.8385245901639344,0.0770382796614125
9,1032.6864216327667,27.381962261016557,7.881938552856445,0.705006948523597,1850,{'n_estimators': 1850},0.8390804597701149,0.8607594936708861,0.44155844155844154,0.6796116504854369,0.7777777777777778,0.7197597303795373,0.15263778474636425,1,0.9948320413436692,1.0,1.0,0.9976019184652278,0.9973958333333334,0.9979659586284461,0.0019263257379151892,0.5983606557377049,0.5573770491803278,0.2786885245901639,0.5737704918032787,0.5163934426229508,0.5049197287833814,0.11621977052476598,4,0.7889344262295082,0.7827868852459017,0.9836065573770492,0.8524590163934426,0.7848360655737705,0.8385245901639344,0.07706007945235263
